dataset,cifar10
model_type,resnet50
batch_size,64
epochs,200
lr,0.1
momentum,0.9
seed,1
resume,False
lr_decay,0.0001
mixup,True
featuremixup,False
dropblock,False
cutmix,False
featurecutmix,False
cutshift,False
featureshift,False
beta,1.0
mix_prob,1.0
""
epoch,train_loss,train_acc,test_loss,test_acc
0,1729.2507121562958,0.16588,"tensor(1.5049, device='cuda:0')",0.3159
1,1516.6197617053986,0.23148,"tensor(1.0726, device='cuda:0')",0.4498
2,1412.584138393402,0.2822,"tensor(1.1469, device='cuda:0')",0.5376
3,1306.715015411377,0.32796,"tensor(0.9841, device='cuda:0')",0.6139
4,1230.4249254465103,0.36192,"tensor(0.9833, device='cuda:0')",0.5572
5,1182.3525797724724,0.38986,"tensor(0.7607, device='cuda:0')",0.6869
6,1132.2694492340088,0.41608,"tensor(0.5145, device='cuda:0')",0.724
7,1109.9103489518166,0.3984,"tensor(0.7480, device='cuda:0')",0.7381
8,1091.1333109736443,0.43082,"tensor(0.7420, device='cuda:0')",0.7223
9,1037.8163680136204,0.43306,"tensor(0.7513, device='cuda:0')",0.745
10,1035.44293653965,0.4395,"tensor(0.6247, device='cuda:0')",0.8015
11,1000.509176492691,0.43708,"tensor(0.8382, device='cuda:0')",0.7941
12,1016.7500706911087,0.4308,"tensor(0.5204, device='cuda:0')",0.7506
13,990.877366155386,0.46018,"tensor(0.5547, device='cuda:0')",0.7654
14,988.0169299244881,0.46742,"tensor(0.9195, device='cuda:0')",0.7857
15,980.5798068642616,0.47194,"tensor(0.4992, device='cuda:0')",0.8174
16,945.5836755335331,0.44834,"tensor(0.6234, device='cuda:0')",0.8211
17,957.7209893465042,0.4595,"tensor(0.5739, device='cuda:0')",0.8184
18,962.5008084475994,0.47042,"tensor(0.5455, device='cuda:0')",0.8307
19,955.6890998482704,0.45748,"tensor(0.6335, device='cuda:0')",0.806
20,935.5612960457802,0.45722,"tensor(0.5127, device='cuda:0')",0.8416
21,917.6955293416977,0.46284,"tensor(0.4781, device='cuda:0')",0.8516
22,934.168012753129,0.443,"tensor(0.4475, device='cuda:0')",0.8171
23,921.7875252962112,0.47304,"tensor(0.5152, device='cuda:0')",0.8219
24,907.9936221837997,0.47908,"tensor(0.4672, device='cuda:0')",0.8597
25,921.7607871592045,0.47138,"tensor(0.2911, device='cuda:0')",0.8288
26,919.5080412775278,0.45286,"tensor(0.3061, device='cuda:0')",0.8304
27,909.3244240880013,0.47192,"tensor(0.5120, device='cuda:0')",0.8634
28,908.248656719923,0.4722,"tensor(0.3670, device='cuda:0')",0.8113
29,903.7687317728996,0.51086,"tensor(0.4571, device='cuda:0')",0.8545
30,902.2132711857557,0.48066,"tensor(0.3376, device='cuda:0')",0.8424
31,892.7695156037807,0.48098,"tensor(0.4089, device='cuda:0')",0.853
32,898.7388181090355,0.47396,"tensor(0.5545, device='cuda:0')",0.864
33,907.5747713148594,0.48686,"tensor(0.2701, device='cuda:0')",0.8749
34,893.447179749608,0.4792,"tensor(0.3503, device='cuda:0')",0.8442
